No,D/P&BOM 코드,D/P&BOM 내역,설계기능,협력사,직영책임부서,최종 출도가능일자,출도실적,일정 차이,일정 준수 여부
473,DPBOM000003451,의장(설치),F6,자체 진행,D8,2022-03-27,2022-03-14,-13,False
474,DPBOM000003452,의장(설치),F6,자체 진행,D8,2023-06-01,2023-05-04,-28,False
475,DPBOM000003453,의장(설치),F9,D1,D8,2023-01-18,2023-01-06,-12,False
476,DPBOM000003454,철의장,F9,D1,D8,2023-07-31,2023-07-14,-17,False
477,DPBOM000006751,의장(설치),F6,자체 진행,D8,2022-04-12,2022-04-10,-2,False
478,DPBOM000006752,의장(설치),F6,자체 진행,D8,2023-06-29,2023-06-07,-22,False
479,DPBOM000006753,의장(설치),F6,자체 진행,D8,2022-11-17,2022-11-01,-16,False
480,DPBOM000006754,목의,F6,자체 진행,D8,2022-11-21,2022-10-23,-29,False
481,DPBOM000006755,의장(설치),F6,자체 진행,D8,2023-03-24,2023-03-17,-7,False
482,DPBOM000006756,의장(설치),F6,자체 진행,D8,2022-06-21,2022-05-28,-24,False
483,DPBOM000006757,의장(설치),F6,자체 진행,D8,2023-09-11,2023-08-30,-12,False
484,DPBOM000006758,의장(설치),F6,자체 진행,D8,2022-12-21,2022-11-22,-29,False
485,DPBOM000006759,의장(설치),F6,자체 진행,D8,2024-02-26,2024-02-14,-12,False
486,DPBOM000006760,의장(설치),F6,자체 진행,D8,2021-11-11,2021-11-08,-3,False
487,DPBOM000006761,의장(설치),F6,자체 진행,D8,2022-12-02,2022-11-21,-11,False
488,DPBOM000006762,의장(설치),F6,자체 진행,D8,2023-01-26,2023-01-08,-18,False
489,DPBOM000006763,목의,F6,자체 진행,D8,2022-05-21,2022-04-24,-27,False
490,DPBOM000006764,의장(설치),F5,자체 진행,D7,2022-08-15,2022-08-12,-3,False
491,DPBOM000006765,의장(설치),F5,자체 진행,D7,2023-08-09,2023-07-14,-26,False
492,DPBOM000006766,의장(설치),F5,자체 진행,D7,2024-03-05,2024-03-01,-4,False
493,DPBOM000006767,의장(설치),F5,자체 진행,D7,2022-08-17,2022-08-29,12,True
494,DPBOM000006768,철의장,F5,자체 진행,D7,2022-09-01,2022-08-18,-14,False
495,DPBOM000006769,의장(설치),F5,자체 진행,D7,2024-06-05,2024-05-22,-14,False
496,DPBOM000006770,철의장,F5,자체 진행,D7,2022-02-25,2022-02-11,-14,False
497,DPBOM000006771,의장(설치),F9,자체 진행,D8,2022-12-24,2022-12-07,-17,False
498,DPBOM000006772,제작,F9,자체 진행,D8,2022-04-04,2022-04-02,-2,False
499,DPBOM000006773,철의장,F9,자체 진행,D8,2022-12-28,2022-12-07,-21,False
500,DPBOM000006774,의장(설치),F6,자체 진행,D8,2024-02-10,2024-01-31,-10,False
501,DPBOM000006775,의장(설치),F6,자체 진행,D8,2022-03-29,2022-03-19,-10,False
502,DPBOM000006776,의장(설치),F6,자체 진행,D8,2024-08-22,2024-08-05,-17,False
503,DPBOM000006777,철의장,F6,자체 진행,D8,2022-10-22,2022-10-21,-1,False
504,DPBOM000006778,철의장,F6,자체 진행,D8,2023-10-15,2023-10-14,-1,False
505,DPBOM000006779,의장(설치),F6,자체 진행,D8,2022-05-05,2022-04-12,-23,False
506,DPBOM000006780,의장(설치),F6,자체 진행,D8,2022-08-09,2022-08-04,-5,False
507,DPBOM000006781,의장(설치),F6,자체 진행,D8,2023-11-02,2023-10-24,-9,False
508,DPBOM000006782,의장(설치),F9,자체 진행,D8,2024-07-29,2024-07-20,-9,False
509,DPBOM000006783,철의장,F9,자체 진행,D8,2024-04-20,2024-04-03,-17,False
510,DPBOM000002548,의장(설치),F6,자체 진행,D8,2023-08-18,2023-08-12,-6,False
511,DPBOM000002550,의장(설치),F6,자체 진행,D8,2023-04-19,2023-03-27,-23,False
512,DPBOM000002395,의장(설치),F6,자체 진행,D8,2022-10-19,2022-09-24,-25,False
513,DPBOM000002551,의장(설치),F6,자체 진행,D8,2023-10-24,2023-10-28,4,True
514,DPBOM000002552,의장(설치),F6,자체 진행,D8,2024-06-24,2024-06-20,-4,False
515,DPBOM000002554,의장(설치),F6,자체 진행,D8,2023-02-22,2023-01-26,-27,False
516,DPBOM000002556,의장(설치),F6,자체 진행,D8,2021-12-31,2021-12-17,-14,False
517,DPBOM000002591,의장(설치),F6,자체 진행,D8,2022-06-04,2022-05-13,-22,False
518,DPBOM000006792,의장(설치),F6,자체 진행,D8,2024-07-07,2024-06-17,-20,False
519,DPBOM000002557,의장(설치),F6,자체 진행,D8,2021-12-31,2021-12-25,-6,False
520,DPBOM000002558,의장(설치),F6,자체 진행,D8,2022-11-07,2022-10-13,-25,False
521,DPBOM000000899,목의,F6,자체 진행,D8,2024-04-12,2024-03-18,-25,False
522,DPBOM000003479,의장(설치),F5,자체 진행,D7,2022-04-27,2022-04-19,-8,False
523,DPBOM000006797,의장(설치),F5,자체 진행,D7,2024-08-08,2024-07-19,-20,False
524,DPBOM000002560,의장(설치),F5,자체 진행,D7,2022-02-08,2022-01-11,-28,False
525,DPBOM000006799,의장(설치),F5,자체 진행,D7,2021-11-01,2021-10-18,-14,False
526,DPBOM000001310,철의장,F5,자체 진행,D7,2022-02-20,2022-02-12,-8,False
527,DPBOM000006801,의장(설치),F5,자체 진행,D7,2023-01-24,2022-12-31,-24,False
528,DPBOM000006802,철의장,F5,자체 진행,D7,2024-07-06,2024-06-09,-27,False
529,DPBOM000001216,의장(설치),F9,D1,D8,2022-07-19,2022-07-10,-9,False
530,DPBOM000000900,제작,F9,D1,D8,2022-01-22,2022-01-08,-14,False
531,DPBOM000000901,Supp 제작,F9,D1,D8,2023-09-22,2023-09-20,-2,False
532,DPBOM000000902,철의장,F9,D1,D8,2023-12-29,2023-12-23,-6,False
533,DPBOM000002562,의장(설치),F6,자체 진행,D8,2023-01-27,2023-01-01,-26,False
534,DPBOM000002563,의장(설치),F6,자체 진행,D8,2024-07-30,2024-07-22,-8,False
535,DPBOM000002564,의장(설치),F6,자체 진행,D8,2021-10-04,2021-09-05,-29,False
536,DPBOM000002593,의장(설치),F6,자체 진행,D8,2021-11-25,2021-11-20,-5,False
537,DPBOM000000906,철의장,F6,자체 진행,D8,2022-04-14,2022-03-20,-25,False
538,DPBOM000000907,철의장,F6,자체 진행,D8,2023-06-23,2023-06-08,-15,False
539,DPBOM000002764,의장(설치),F6,자체 진행,D8,2023-02-01,2023-01-31,-1,False
540,DPBOM000002765,의장(설치),F6,자체 진행,D8,2022-11-15,2022-10-25,-21,False
541,DPBOM000002766,의장(설치),F6,자체 진행,D8,2022-11-11,2022-10-30,-12,False
542,DPBOM000002638,의장(설치),F6,자체 진행,D8,2023-01-19,2023-01-16,-3,False
543,DPBOM000001426,의장(설치),F9,D1,D8,2024-01-09,2024-01-08,-1,False
544,DPBOM000001311,철의장,F9,D1,D8,2022-03-16,2022-03-08,-8,False
545,DPBOM000003505,의장(설치),F5,자체 진행,D7,2024-05-18,2024-04-25,-23,False
546,DPBOM000006820,의장(설치),F5,자체 진행,D7,2022-04-26,2022-03-31,-26,False
547,DPBOM000006821,의장(설치),F6,자체 진행,D8,2023-04-30,2023-04-02,-28,False
548,DPBOM000006822,의장(설치),F6,자체 진행,D8,2022-02-12,2022-01-25,-18,False
549,DPBOM000006823,의장(설치),F6,자체 진행,D8,2023-08-22,2023-08-01,-21,False
550,DPBOM000006824,의장(설치),F6,자체 진행,D8,2023-07-22,2023-07-14,-8,False
551,DPBOM000006825,의장(설치),F6,자체 진행,D8,2023-05-24,2023-05-12,-12,False
552,DPBOM000006826,의장(설치),F6,자체 진행,D8,2023-04-04,2023-03-28,-7,False
553,DPBOM000006827,의장(설치),F6,자체 진행,D8,2023-04-16,2023-04-11,-5,False
554,DPBOM000006828,의장(설치),F5,자체 진행,D7,2023-08-15,2023-07-23,-23,False
555,DPBOM000006829,의장(설치),F5,자체 진행,D7,2023-11-12,2023-11-03,-9,False
556,DPBOM000006830,의장(설치),F5,자체 진행,D7,2022-11-30,2022-11-16,-14,False
557,DPBOM000006831,철의장,F5,자체 진행,D7,2023-06-23,2023-06-11,-12,False
558,DPBOM000006832,의장(설치),F5,자체 진행,D7,2022-05-18,2022-04-27,-21,False
559,DPBOM000006833,철의장,F5,자체 진행,D7,2022-09-15,2022-08-21,-25,False
560,DPBOM000006834,의장(설치),F9,D1,D8,2023-12-27,2023-12-13,-14,False
561,DPBOM000006835,제작,F9,D1,D8,2023-07-22,2023-06-29,-23,False
562,DPBOM000006836,Supp 제작,F9,D1,D8,2023-06-03,2023-05-12,-22,False
563,DPBOM000006837,철의장,F9,D1,D8,2022-04-05,2022-04-01,-4,False
564,DPBOM000006838,철의장,F6,자체 진행,D8,2022-11-11,2022-10-27,-15,False
565,DPBOM000006839,의장(설치),F9,D1,D8,2024-03-08,2024-02-20,-17,False
566,DPBOM000006840,철의장,F9,D1,D8,2022-01-21,2022-01-09,-12,False
567,DPBOM000006841,철의장,F10,자체 진행,D9,2022-06-25,2022-05-28,-28,False
568,DPBOM000000041,계획,F3,자체 진행,D5,2022-04-27,2022-04-26,-1,False
569,DPBOM000000911,의장(설치),F11,자체 진행,D6,2021-12-09,2021-12-06,-3,False
570,DPBOM000000626,철의장,F11,자체 진행,D6,2024-07-10,2024-07-06,-4,False
571,DPBOM000000204,의장(설치),F3,자체 진행,D5,2022-12-22,2022-12-02,-20,False
572,DPBOM000000139,제작,F3,자체 진행,D5,2023-09-14,2023-08-29,-16,False
573,DPBOM000000140,Supp 제작,F3,자체 진행,D5,2023-03-09,2023-03-03,-6,False
574,DPBOM000006848,의장(설치),F3,자체 진행,D5,2023-03-27,2023-03-20,-7,False
575,DPBOM000006849,제작,F3,자체 진행,D5,2022-02-14,2022-01-26,-19,False
576,DPBOM000006850,Supp 제작,F3,자체 진행,D5,2022-01-24,2021-12-30,-25,False
577,DPBOM000003521,계획,F2,자체 진행,D4,2023-11-12,2023-10-14,-29,False
578,DPBOM000000086,계획,F3,자체 진행,D5,2022-01-15,2022-01-04,-11,False
579,DPBOM000000660,의장(설치),F3,자체 진행,D5,2024-07-13,2024-06-17,-26,False
580,DPBOM000000363,제작,F3,자체 진행,D5,2023-10-01,2023-09-30,-1,False
581,DPBOM000000364,Supp 제작,F3,자체 진행,D5,2024-01-21,2024-01-20,-1,False
582,DPBOM000006856,의장(설치),F5,자체 진행,D7,2023-03-03,2023-02-19,-12,False
583,DPBOM000006857,의장(설치),F7,자체 진행,D4,2022-07-08,2022-06-23,-15,False
584,DPBOM000006858,의장(설치),F5,D1,D7,2022-08-30,2022-08-25,-5,False
585,DPBOM000006859,철의장,F5,D1,D7,2022-07-29,2022-07-07,-22,False
586,DPBOM000006860,의장(설치),F2,자체 진행,D4,2024-05-02,2024-04-06,-26,False
587,DPBOM000006861,제작,F2,자체 진행,D4,2021-11-12,2021-10-15,-28,False
588,DPBOM000006862,Supp 제작,F2,자체 진행,D4,2023-03-31,2023-03-19,-12,False
589,DPBOM000006863,의장(설치),F1,자체 진행,D3,2023-05-24,2023-07-04,41,True
590,DPBOM000006864,철의장,F1,자체 진행,D3,2022-08-24,2022-08-21,-3,False
591,DPBOM000003531,계획,F2,자체 진행,D4,2022-06-17,2022-06-01,-16,False
592,DPBOM000006866,계획,F5,D1,D7,2024-08-04,2024-07-11,-24,False
593,DPBOM000003532,계획,F3,자체 진행,D5,2021-10-20,2021-10-13,-7,False
594,DPBOM000006868,의장(설치),F3,자체 진행,D5,2022-08-29,2022-08-16,-13,False
595,DPBOM000006869,제작,F3,자체 진행,D5,2022-10-22,2022-10-04,-18,False
596,DPBOM000003542,계획,F2,자체 진행,D4,2024-07-07,2024-06-17,-20,False
597,DPBOM000003543,계획,F5,D1,D7,2022-05-25,2022-05-20,-5,False
598,DPBOM000003545,의장,F1,자체 진행,D3,2024-05-30,2024-05-09,-21,False
599,DPBOM000006873,철의장,F1,자체 진행,D3,2022-03-27,2022-03-11,-16,False
600,DPBOM000003546,의장(설치),F7,자체 진행,D4,2022-11-11,2022-10-16,-26,False
601,DPBOM000006875,철의장,F7,자체 진행,D4,2024-02-25,2024-02-15,-10,False
602,DPBOM000002003,의장(설치),F5,D1,D7,2024-08-03,2024-07-23,-11,False
603,DPBOM000000442,철의장,F5,D1,D7,2023-05-10,2023-05-07,-3,False
604,DPBOM000001902,의장(설치),F2,자체 진행,D4,2024-07-18,2024-07-01,-17,False
605,DPBOM000000445,제작,F2,자체 진행,D4,2022-05-11,2022-04-27,-14,False
606,DPBOM000000447,Supp 제작,F2,자체 진행,D4,2021-12-12,2021-12-04,-8,False
607,DPBOM000001903,의장(설치),F1,자체 진행,D3,2023-10-17,2023-10-05,-12,False
608,DPBOM000006882,의장(설치),F1,자체 진행,D3,2022-04-27,2022-04-21,-6,False
609,DPBOM000000448,철의장,F1,자체 진행,D3,2023-12-12,2023-11-19,-23,False
610,DPBOM000003563,의장(설치),F7,자체 진행,D4,2023-04-11,2023-03-14,-28,False
611,DPBOM000006885,철의장,F7,자체 진행,D4,2024-07-31,2024-07-18,-13,False
612,DPBOM000002005,의장(설치),F5,D1,D7,2023-12-07,2023-11-09,-28,False
613,DPBOM000000449,철의장,F5,D1,D7,2022-04-20,2022-04-18,-2,False
614,DPBOM000001905,의장(설치),F2,자체 진행,D4,2021-11-06,2021-11-18,12,True
615,DPBOM000000452,제작,F2,자체 진행,D4,2024-02-19,2024-02-16,-3,False
616,DPBOM000000454,Supp 제작,F2,자체 진행,D4,2023-05-03,2023-04-24,-9,False
617,DPBOM000001906,의장(설치),F1,자체 진행,D3,2023-11-15,2023-11-04,-11,False
618,DPBOM000006892,의장(설치),F1,자체 진행,D3,2021-09-19,2021-08-21,-29,False
619,DPBOM000000455,철의장,F1,자체 진행,D3,2024-06-20,2024-06-23,3,True
620,DPBOM000006894,의장,F1,자체 진행,D3,2022-08-26,2022-08-01,-25,False
621,DPBOM000003580,의장(설치),F5,자체 진행,D7,2023-03-29,2023-03-10,-19,False
622,DPBOM000002396,의장(설치),F5,D1,D7,2024-03-15,2024-02-18,-26,False
623,DPBOM000001574,철의장,F5,D1,D7,2021-11-01,2021-10-24,-8,False
624,DPBOM000002630,의장(설치),F2,자체 진행,D4,2023-02-10,2023-01-23,-18,False
625,DPBOM000001543,제작,F2,자체 진행,D4,2022-12-31,2022-12-03,-28,False
626,DPBOM000006900,Supp 제작,F2,자체 진행,D4,2024-05-11,2024-05-06,-5,False
627,DPBOM000002632,의장(설치),F1,자체 진행,D3,2022-07-05,2022-06-15,-20,False
628,DPBOM000002633,의장(설치),F1,자체 진행,D3,2022-07-20,2022-06-24,-26,False
629,DPBOM000001575,철의장,F1,자체 진행,D3,2021-10-12,2021-09-20,-22,False
630,DPBOM000001546,철의장,F1,자체 진행,D3,2022-02-24,2022-01-27,-28,False
631,DPBOM000006905,계획,F2,자체 진행,D4,2022-10-04,2022-09-24,-10,False
632,DPBOM000006906,계획,F5,D1,D7,2024-03-31,2024-03-20,-11,False
633,DPBOM000006907,의장,F1,자체 진행,D3,2023-12-08,2023-11-13,-25,False
634,DPBOM000006908,의장,F1,자체 진행,D3,2024-04-03,2024-03-25,-9,False
635,DPBOM000006909,철의장,F1,자체 진행,D3,2022-01-10,2021-12-28,-13,False
636,DPBOM000006910,의장(설치),F5,D1,D7,2023-03-10,2023-02-12,-26,False
637,DPBOM000006911,철의장,F5,D1,D7,2023-12-28,2023-12-24,-4,False
638,DPBOM000006912,의장(설치),F2,자체 진행,D4,2022-11-03,2022-10-31,-3,False
639,DPBOM000006913,제작,F2,자체 진행,D4,2023-04-03,2023-03-09,-25,False
640,DPBOM000006914,Supp 제작,F2,자체 진행,D4,2021-11-08,2021-10-30,-9,False
641,DPBOM000006915,의장(설치),F1,자체 진행,D3,2024-06-04,2024-05-20,-15,False
642,DPBOM000006916,철의장,F1,자체 진행,D3,2022-08-22,2022-10-08,47,True
643,DPBOM000006917,의장(설치),F5,D1,D7,2023-09-21,2023-08-26,-26,False
644,DPBOM000006918,철의장,F5,D1,D7,2022-06-12,2022-06-10,-2,False
645,DPBOM000006919,의장(설치),F2,자체 진행,D4,2023-04-05,2023-03-13,-23,False
646,DPBOM000006920,제작,F2,자체 진행,D4,2023-05-02,2023-04-12,-20,False
647,DPBOM000006921,Supp 제작,F2,자체 진행,D4,2022-10-10,2022-10-07,-3,False
648,DPBOM000006922,의장(설치),F1,자체 진행,D3,2023-12-22,2023-11-29,-23,False
649,DPBOM000006923,철의장,F1,자체 진행,D3,2023-09-26,2023-09-10,-16,False
650,DPBOM000006924,계획,F2,자체 진행,D4,2023-11-27,2023-11-14,-13,False
651,DPBOM000006925,계획,F5,D1,D7,2023-12-19,2023-12-01,-18,False
652,DPBOM000006926,의장,F1,자체 진행,D3,2022-04-20,2022-04-12,-8,False
653,DPBOM000006927,의장(설치),F5,D1,D7,2022-08-15,2022-08-06,-9,False
654,DPBOM000006928,철의장,F5,D1,D7,2023-04-01,2023-03-25,-7,False
655,DPBOM000006929,의장(설치),F2,자체 진행,D4,2022-08-23,2022-08-07,-16,False
656,DPBOM000006930,제작,F2,자체 진행,D4,2023-06-11,2023-06-04,-7,False
657,DPBOM000006931,Supp 제작,F2,자체 진행,D4,2022-01-21,2022-01-03,-18,False
658,DPBOM000006932,의장(설치),F1,자체 진행,D3,2023-11-14,2023-10-29,-16,False
659,DPBOM000006933,철의장,F1,자체 진행,D3,2023-10-07,2023-09-09,-28,False
660,DPBOM000006934,의장(설치),F5,D1,D7,2024-05-20,2024-05-27,7,True
661,DPBOM000006935,철의장,F5,D1,D7,2022-06-06,2022-06-02,-4,False
662,DPBOM000006936,의장(설치),F2,자체 진행,D4,2022-10-07,2022-09-08,-29,False
663,DPBOM000006937,제작,F2,자체 진행,D4,2022-09-25,2022-09-23,-2,False
664,DPBOM000006938,Supp 제작,F2,자체 진행,D4,2024-07-16,2024-06-25,-21,False
665,DPBOM000006939,의장(설치),F1,자체 진행,D3,2022-11-13,2022-11-07,-6,False
666,DPBOM000006940,철의장,F1,자체 진행,D3,2022-08-15,2022-08-26,11,True
667,DPBOM000003588,계획,F2,자체 진행,D4,2024-03-12,2024-02-19,-22,False
668,DPBOM000006942,계획,F5,D1,D7,2024-03-17,2024-03-07,-10,False
669,DPBOM000001865,의장(설치),F2,자체 진행,D4,2023-07-16,2023-06-20,-26,False
670,DPBOM000003598,의장(설치),F2,자체 진행,D4,2022-03-09,2022-02-15,-22,False
671,DPBOM000006945,의장(설치),F7,자체 진행,D4,2021-10-16,2021-10-13,-3,False
672,DPBOM000006946,의장(설치),F5,D1,D7,2024-03-09,2024-03-03,-6,False
673,DPBOM000006947,철의장,F5,D1,D7,2022-07-29,2022-07-23,-6,False
674,DPBOM000006948,의장(설치),F2,자체 진행,D4,2024-03-08,2024-02-12,-25,False
675,DPBOM000006949,제작,F2,자체 진행,D4,2023-08-30,2023-08-27,-3,False
676,DPBOM000006950,Supp 제작,F2,자체 진행,D4,2024-02-09,2024-01-17,-23,False
677,DPBOM000006951,의장(설치),F7,자체 진행,D4,2022-06-18,2022-06-15,-3,False
678,DPBOM000006952,철의장,F7,자체 진행,D4,2024-04-26,2024-04-24,-2,False
679,DPBOM000006953,의장(설치),F5,D1,D7,2023-08-05,2023-07-26,-10,False
680,DPBOM000006954,철의장,F5,D1,D7,2023-07-25,2023-07-02,-23,False
681,DPBOM000001861,의장(설치),F2,자체 진행,D4,2022-07-17,2022-07-01,-16,False
682,DPBOM000000218,제작,F2,자체 진행,D4,2022-04-02,2022-03-19,-14,False
683,DPBOM000000219,Supp 제작,F2,자체 진행,D4,2021-09-13,2021-09-05,-8,False
684,DPBOM000003604,계획,F2,자체 진행,D4,2021-12-04,2022-01-04,31,True
685,DPBOM000006959,계획,F5,D1,D7,2023-10-28,2023-10-12,-16,False
686,DPBOM000006960,의장,F1,자체 진행,D3,2022-06-27,2022-06-24,-3,False
687,DPBOM000006961,철의장,F1,자체 진행,D3,2023-04-14,2023-04-02,-12,False
688,DPBOM000001866,의장(설치),F2,자체 진행,D4,2022-05-06,2022-04-13,-23,False
689,DPBOM000001943,의장(설치),F2,자체 진행,D4,2023-06-19,2023-05-27,-23,False
690,DPBOM000006964,의장(설치),F7,자체 진행,D4,2023-02-14,2023-02-03,-11,False
691,DPBOM000006965,철의장,F7,자체 진행,D4,2023-08-20,2023-07-27,-24,False
692,DPBOM000006966,의장(설치),F5,D1,D7,2022-04-09,2022-03-13,-27,False
693,DPBOM000006967,철의장,F5,D1,D7,2021-09-24,2021-09-02,-22,False
694,DPBOM000001884,의장(설치),F2,자체 진행,D4,2023-02-12,2023-01-23,-20,False
695,DPBOM000006969,제작,F2,자체 진행,D4,2021-10-04,2021-09-26,-8,False
696,DPBOM000006970,Supp 제작,F2,자체 진행,D4,2021-11-07,2021-10-10,-28,False
697,DPBOM000006971,의장(설치),F7,자체 진행,D4,2022-12-10,2022-11-25,-15,False
698,DPBOM000006972,철의장,F7,자체 진행,D4,2023-02-19,2023-02-10,-9,False
699,DPBOM000006973,의장(설치),F5,D1,D7,2023-12-21,2023-11-24,-27,False
700,DPBOM000006974,철의장,F5,D1,D7,2022-08-21,2022-07-27,-25,False
701,DPBOM000001862,의장(설치),F2,자체 진행,D4,2023-03-14,2023-02-26,-16,False
702,DPBOM000000087,제작,F2,자체 진행,D4,2024-07-02,2024-06-19,-13,False
703,DPBOM000000088,Supp 제작,F2,자체 진행,D4,2022-09-05,2022-08-11,-25,False
704,DPBOM000003615,계획,F2,자체 진행,D4,2021-12-13,2021-12-12,-1,False
705,DPBOM000006979,계획,F5,D1,D7,2023-04-14,2023-04-04,-10,False
706,DPBOM000006980,의장,F1,자체 진행,D3,2021-10-22,2021-09-29,-23,False
707,DPBOM000006981,철의장,F1,자체 진행,D3,2021-12-28,2021-12-24,-4,False
708,DPBOM000001957,의장(설치),F2,자체 진행,D4,2024-08-08,2024-07-15,-24,False
709,DPBOM000000759,제작,F2,자체 진행,D4,2023-01-20,2022-12-28,-23,False
710,DPBOM000001959,의장(설치),F2,자체 진행,D4,2024-04-21,2024-04-02,-19,False
711,DPBOM000006985,의장(설치),F1,자체 진행,D3,2023-05-12,2023-04-19,-23,False
712,DPBOM000006986,철의장,F1,자체 진행,D3,2024-07-19,2024-07-06,-13,False
713,DPBOM000006987,의장(설치),F7,자체 진행,D4,2022-08-30,2022-08-04,-26,False
714,DPBOM000006988,철의장,F7,자체 진행,D4,2023-07-29,2023-07-27,-2,False
715,DPBOM000006989,의장(설치),F5,D1,D7,2024-04-17,2024-03-19,-29,False
716,DPBOM000006990,철의장,F5,D1,D7,2023-06-28,2023-06-27,-1,False
717,DPBOM000001893,의장(설치),F2,자체 진행,D4,2023-01-02,2022-12-12,-21,False
718,DPBOM000000368,제작,F2,자체 진행,D4,2024-02-18,2024-01-27,-22,False
719,DPBOM000000369,Supp 제작,F2,자체 진행,D4,2023-02-20,2023-01-31,-20,False
720,DPBOM000001897,의장(설치),F7,자체 진행,D4,2021-11-03,2021-10-11,-23,False
721,DPBOM000000457,철의장,F7,자체 진행,D4,2024-05-28,2024-05-22,-6,False
722,DPBOM000006996,의장(설치),F5,D1,D7,2022-12-25,2022-12-21,-4,False
723,DPBOM000006997,철의장,F5,D1,D7,2021-12-29,2021-12-16,-13,False
724,DPBOM000001894,의장(설치),F2,자체 진행,D4,2023-10-17,2023-10-05,-12,False
725,DPBOM000000458,제작,F2,자체 진행,D4,2022-05-19,2022-05-18,-1,False
726,DPBOM000000459,Supp 제작,F2,자체 진행,D4,2023-02-22,2023-02-09,-13,False
727,DPBOM000007001,계획,F2,자체 진행,D4,2022-08-02,2022-07-12,-21,False
728,DPBOM000007002,계획,F5,D1,D7,2023-06-25,2023-06-09,-16,False
